week,off_team_name,player_name,receptions_avg,average_passing_yards,average_rushing_yards,average_recieving_yards,passing_tds_avg,rushing_tds_avg,recieving_tds_avg,average_fantasy_points,week_fantasy_points,bust_percent,bust_points_average,boom_percent,boom_points_average,last_three_weeks_diff,passing_target_percentage,rushing_percentage,def_team_name,epa_per_play,epa_per_rush,epa_per_pass,pass_percent,rush_percent,allowed_passing_yards,allowed_rushing_yards,sack_yards,avg_epa_against,pass_epa_against,rush_epa_against,points_against
11,ARI,J.Dobbs,0.0,199.5,36.8,0.0,1.1,0.5,0.0,17.46,0,0.3,6.606666666666666,0.3,25.08666666666667,6.860000000000003,0.0,0.12133891213389121,HOU,-0.13901375132608185,0.012041285125391349,-0.25087374916478206,56.86274509803921,43.13725490196079,260.77777777777777,93.55555555555556,-17.0,-0.010528309615172104,0.06286981489350231,-0.11328568392731632,21.333333333333332
12,ARI,J.Dobbs,0.0,201.45454545454547,35.36363636363637,0.0,1.0909090909090908,0.5454545454545454,0.0,17.412727272727274,0,0.2727272727272727,6.606666666666667,0.2727272727272727,25.086666666666666,4.913939393939394,0.0,0.1111111111111111,LA,-0.1351276452602849,0.01674387353966082,-0.24701171629109603,56.780923994038744,43.219076005961256,220.6,117.8,-13.8,-0.007328913455158702,-0.00817275281644499,-0.006252620232084128,21.2
13,ARI,J.Dobbs,0.0,200.08333333333334,33.333333333333336,0.0,1.0833333333333333,0.5,0.0,16.33666666666667,0,0.3333333333333333,6.08,0.4166666666666667,24.316,-0.8166666666666682,0.0,0.10469314079422383,PIT,-0.13595871949000737,0.029832343576950596,-0.24986693223248208,58.48032564450475,41.51967435549525,246.9090909090909,116.45454545454545,-17.90909090909091,-0.06700142717022185,-0.0902301665939289,-0.034624382836493175,18.636363636363637
15,ARI,J.Dobbs,0.0,189.53846153846155,32.38461538461539,0.0,1.0,0.46153846153846156,0.0,15.435384615384615,0,0.3076923076923077,4.710000000000001,0.38461538461538464,24.316000000000003,-6.74871794871795,0.0,0.0935483870967742,SF,-0.1239591338341106,0.02716707877607526,-0.23344167896948964,57.21455457967378,42.785445420326226,240.0,75.76923076923077,-20.53846153846154,-0.09430695062919303,-0.11903972303349676,-0.04256599075938964,15.307692307692308
16,ARI,J.Dobbs,0.0,189.53846153846155,32.38461538461539,0.0,1.0,0.46153846153846156,0.0,15.435384615384615,0,0.3076923076923077,4.710000000000001,0.38461538461538464,24.316000000000003,-6.74871794871795,0.0,0.08605341246290801,CHI,-0.11199153900414383,0.04631487506452119,-0.2265384565009827,57.35632183908046,42.64367816091954,247.57142857142858,78.5,-12.142857142857142,-0.04951353603022327,0.015047352203960824,-0.16222875014204957,21.214285714285715
17,ARI,J.Dobbs,0.0,189.53846153846155,32.38461538461539,0.0,1.0,0.46153846153846156,0.0,15.435384615384615,0,0.3076923076923077,4.710000000000001,0.38461538461538464,24.316000000000003,-6.74871794871795,0.0,0.08169014084507042,PHI,-0.11408074632446495,0.036266664626215625,-0.22054143656449487,57.95698924731183,42.04301075268817,261.3333333333333,93.73333333333333,-16.4,0.026037818468458613,0.03373233515274412,0.011727894147073942,23.6
4,BUF,J.Allen,0.0,242.66666666666666,29.666666666666668,0.0,1.6666666666666667,0.3333333333333333,0.0,18.006666666666668,0,0.3333333333333333,9.04,0.0,18.006666666666668,0.0,0.0,0.06329113924050633,MIA,0.15465012839250816,0.16492420610250627,0.1470331397454406,57.42574257425742,42.57425742574257,255.33333333333334,124.33333333333333,-24.0,-0.05149601115637035,-0.1340496308504662,0.06686399780263455,23.666666666666668
5,BUF,J.Allen,0.0,262.0,26.5,0.0,2.25,0.5,0.0,22.630000000000003,0,0.25,9.040000000000001,0.25,36.5,4.529999999999998,0.0,0.058823529411764705,JAX,0.2032599204389884,0.13251055375818566,0.2585640028444047,56.2992125984252,43.7007874015748,241.0,95.0,-11.5,-0.080587371705225,-0.0863443679308335,-0.07128760857154971,19.0
6,BUF,J.Allen,0.0,281.4,24.0,0.0,2.2,0.6,0.0,23.656,0,0.2,9.04,0.2,36.5,4.8706666666666685,0.0,0.061946902654867256,NYG,0.20151039603906634,0.10878267155542337,0.26503657192841296,59.74025974025974,40.25974025974026,207.2,147.8,-5.8,0.05715716693911262,0.043243848658192606,0.07218761296521603,27.0
7,BUF,J.Allen,0.0,262.6666666666667,21.833333333333332,0.0,2.1666666666666665,0.5,0.0,22.02333333333333,0,0.3333333333333333,11.45,0.16666666666666666,36.5,4.016666666666666,0.0,0.050359712230215826,NE,0.16056821032884241,0.09241550562708162,0.2093409990016665,58.31062670299727,41.689373297002724,215.33333333333334,105.0,-14.666666666666666,-0.029375236780011565,0.041013342715038634,-0.11597451943149756,21.0
8,BUF,J.Allen,0.0,263.0,21.142857142857142,0.0,2.142857142857143,0.5714285714285714,0.0,22.34857142857143,0,0.2857142857142857,11.45,0.14285714285714285,36.5,-0.37523809523809604,0.0,0.06329113924050633,TB,0.15971432561552457,0.08836928667168807,0.2084996684506381,59.122401847575055,40.877598152424945,262.5,94.16666666666667,-15.833333333333334,-0.06186285695620697,0.010897289484684686,-0.17847843412859496,17.0
9,BUF,J.Allen,0.0,270.625,23.625,0.0,2.125,0.625,0.0,23.1875,0,0.25,11.45,0.125,36.5,-0.7808333333333337,0.0,0.07222222222222222,CIN,0.15003084446781917,0.09768805989492656,0.18498517857242883,59.599999999999994,40.400000000000006,247.14285714285714,137.42857142857142,-19.142857142857142,-0.029638179680590637,-0.07765432213829082,0.03275712843289143,20.571428571428573
10,BUF,J.Allen,0.0,269.22222222222223,25.88888888888889,0.0,2.0,0.6666666666666666,0.0,23.357777777777777,0,0.2222222222222222,11.45,0.1111111111111111,36.5,2.6688888888888904,0.0,0.08376963350785341,DEN,0.13961657673361372,0.10241692291028452,0.16329923922774517,60.79136690647482,39.20863309352518,260.25,150.25,-16.875,0.10245962726316571,0.13741623065996714,0.05807287039187829,27.25
11,BUF,J.Allen,0.0,260.0,24.6,0.0,1.9,0.7,0.0,22.46,0,0.3,12.426666666666666,0.2,32.78,0.259999999999998,0.0,0.08796296296296297,NYJ,0.12007969491851372,0.1152831300251825,0.12325959030740741,59.93431855500822,40.06568144499179,181.55555555555554,131.88888888888889,-15.88888888888889,-0.12688040219109592,-0.14873168967821668,-0.10297809132973283,18.22222222222222
12,BUF,J.Allen,0.0,261.3636363636364,23.727272727272727,0.0,2.0,0.6363636363636364,0.0,22.463636363636365,0,0.2727272727272727,12.426666666666666,0.18181818181818182,32.78,-1.9303030303030297,0.0,0.08835341365461848,PHI,0.1155098749595009,0.08536981796914492,0.13655395567143747,58.70206489675516,41.29793510324484,260.4,73.9,-20.7,-0.03805647817694991,-0.01894398876233024,-0.08282827658467783,20.6
14,BUF,J.Allen,0.0,267.8333333333333,28.5,0.0,2.0,0.75,0.0,23.896666666666665,0,0.25,12.426666666666664,0.16666666666666666,38.08,1.6166666666666671,0.0,0.08833922261484099,KC,0.12308661212907146,0.09837932921712879,0.14056659459738463,58.517555266579976,41.482444733420024,199.66666666666666,114.83333333333333,-18.833333333333332,-0.06984755635836185,-0.12138842111722915,0.004421398068478187,16.666666666666668
15,BUF,J.Allen,0.0,265.15384615384613,28.76923076923077,0.0,1.9230769230769231,0.7692307692307693,0.0,23.636923076923075,0,0.23076923076923078,12.426666666666666,0.15384615384615385,38.08,3.9230769230769234,0.0,0.09508196721311475,DAL,0.1141539989629562,0.10040626363449837,0.1237348949238196,58.87961859356376,41.12038140643624,202.6153846153846,100.46153846153847,-18.76923076923077,-0.16119190481059165,-0.18360217631185075,-0.13098370184651198,17.46153846153846
16,BUF,J.Allen,0.0,252.92857142857142,28.428571428571427,0.0,1.8571428571428572,0.7857142857142857,0.0,23.102857142857147,0,0.2857142857142857,13.36,0.14285714285714285,38.08,2.343809523809515,0.0,0.09482758620689655,LAC,0.11922391923433005,0.11969463589204006,0.1188631304188398,56.60377358490566,43.39622641509434,273.35714285714283,112.0,-21.857142857142858,-0.0003755755920799436,0.007241276078510959,-0.012147073628447696,23.785714285714285
17,BUF,J.Allen,0.0,251.86666666666667,27.533333333333335,0.0,1.8,0.8666666666666667,0.0,23.228,0,0.26666666666666666,13.36,0.13333333333333333,38.08,-2.6746666666666705,0.0,0.09814323607427056,NE,0.11642962366392053,0.09543678291210794,0.13304728345598632,55.82371458551941,44.17628541448059,235.86666666666667,85.86666666666666,-15.466666666666667,-0.049988513026702826,0.02889443662741087,-0.16831293750787332,19.733333333333334
4,NYJ,Z.Wilson,0.0,155.66666666666666,14.333333333333334,0.0,0.6666666666666666,0.0,0.0,7.66,0,0.0,7.66,0.0,7.66,0.0,0.0,0.034482758620689655,KC,-0.3038731489140649,-0.1900800223825142,-0.3839034796615293,58.97435897435898,41.02564102564102,189.0,103.66666666666667,-11.0,-0.1864509216664939,-0.25858842717496017,-0.08449658054786163,11.333333333333334
5,NYJ,Z.Wilson,0.0,178.0,14.25,0.0,1.0,0.0,0.0,10.545,0,0.0,10.545,0.25,19.2,0.7816666666666681,0.0,0.05405405405405406,DEN,-0.22905386169153766,-0.1956702396320882,-0.2494408064606671,62.149532710280376,37.850467289719624,292.5,167.75,-17.0,0.25326044475415604,0.375240216871816,0.11416070461998236,37.5
6,NYJ,Z.Wilson,0.0,182.2,16.6,0.0,0.8,0.0,0.0,10.148,0,0.0,10.148,0.2,19.200000000000003,1.232000000000001,0.0,0.038834951456310676,PHI,-0.17644012757756025,-0.07430785422485157,-0.24748866556205332,59.05797101449275,40.94202898550724,255.6,56.6,-20.0,-0.05586642846523167,-0.002646211434064747,-0.18644161211146681,20.8
8,NYJ,Z.Wilson,0.0,182.83333333333334,16.333333333333332,0.0,0.6666666666666666,0.0,0.0,10.280000000000001,0,0.0,10.280000000000001,0.16666666666666666,19.200000000000003,2.619999999999999,0.0,0.03333333333333333,NYG,-0.17333068591162878,-0.05700967730612994,-0.2499038121795703,60.47904191616767,39.52095808383233,203.85714285714286,133.57142857142858,-11.571428571428571,0.00303452205125184,-0.03766442536213512,0.05262941425445019,22.285714285714285
9,NYJ,Z.Wilson,0.0,191.0,17.571428571428573,0.0,0.7142857142857143,0.0,0.0,10.540000000000001,0,0.0,10.540000000000001,0.14285714285714285,19.200000000000003,-0.006666666666667709,0.0,0.03597122302158273,LAC,-0.2055663584308358,-0.11777514018475958,-0.26224170185551793,61.01265822784811,38.9873417721519,307.57142857142856,90.57142857142857,-23.285714285714285,0.007799038986487595,0.05141782958661724,-0.06833065143982567,24.0
10,NYJ,Z.Wilson,0.0,200.0,16.25,0.0,0.625,0.0,0.0,10.125,0,0.0,10.125,0.125,19.200000000000003,-0.03833333333333222,0.0,0.03821656050955414,LV,-0.23345068977613553,-0.12563746169722484,-0.29695711179521994,63.13559322033898,36.86440677966102,197.0,139.22222222222223,-15.444444444444445,-0.03645634558606396,-0.08899299816585966,0.024870486219145036,20.77777777777778
11,NYJ,Z.Wilson,0.0,207.0,20.444444444444443,0.0,0.5555555555555556,0.0,0.0,10.546666666666667,0,0.0,10.546666666666667,0.1111111111111111,19.200000000000003,0.5333333333333332,0.0,0.03468208092485549,BUF,-0.21739300426559244,-0.12812212142728768,-0.26901953891906993,63.55140186915887,36.44859813084112,233.0,114.7,-18.8,-0.04727000598200245,-0.03228833533664706,-0.06977411885013128,17.8
12,NYJ,Z.Wilson,0.0,194.4,19.9,0.0,0.6,0.0,0.0,10.166,0,0.0,10.166,0.1,19.200000000000003,-0.8726666666666656,0.0,0.0374331550802139,MIA,-0.23366001674758616,-0.1334176175084348,-0.29059116196764767,63.898305084745765,36.10169491525424,239.4,98.0,-20.5,-0.0394569784860715,-0.06248793002553966,-0.0050977946853202095,22.0
13,NYJ,Z.Wilson,0.0,194.4,19.9,0.0,0.6,0.0,0.0,10.166,0,0.0,10.166,0.1,19.200000000000003,-0.8726666666666656,0.0,0.03553299492385787,ATL,-0.2467953757224707,-0.13867372116145577,-0.30412865017492174,65.42635658914729,34.57364341085271,220.72727272727272,110.9090909090909,-13.545454545454545,-0.046830613759573876,-0.005367719563309905,-0.10255556730703506,20.545454545454547
14,NYJ,Z.Wilson,0.0,194.4,19.9,0.0,0.6,0.0,0.0,10.166,0,0.0,10.166,0.1,19.200000000000003,-0.8726666666666656,0.0,0.031818181818181815,HOU,-0.26128147875755725,-0.17005796220635858,-0.31010816272659103,65.1685393258427,34.831460674157306,259.25,94.25,-16.083333333333332,-0.031789732921460125,0.024071264956887356,-0.10786709193673336,20.75
15,NYJ,Z.Wilson,0.0,204.0909090909091,19.181818181818183,0.0,0.7272727272727273,0.0,0.0,10.990909090909092,0,0.0,10.990909090909092,0.18181818181818182,19.220000000000002,2.3090909090909104,0.0,0.028925619834710745,MIA,-0.238629718169966,-0.18216454528747664,-0.26914834399916576,64.86486486486487,35.13513513513514,232.84615384615384,94.3076923076923,-21.615384615384617,-0.06952053695915122,-0.10055106152571662,-0.02192709574290784,20.76923076923077
16,NYJ,Z.Wilson,0.0,189.25,17.583333333333332,0.0,0.6666666666666666,0.0,0.0,9.995,0,0.08333333333333333,-0.9599999999999991,0.16666666666666666,19.220000000000002,-1.6549999999999976,0.0,0.027559055118110236,WAS,-0.2607206888454023,-0.20257409411098878,-0.29093093080238813,65.7451923076923,34.25480769230769,269.42857142857144,119.78571428571429,-11.714285714285714,0.08209619194617941,0.1527692740236781,-0.016458873197510486,28.071428571428573
17,NYJ,Z.Wilson,0.0,189.25,17.583333333333332,0.0,0.6666666666666666,0.0,0.0,9.995,0,0.08333333333333333,-0.9599999999999991,0.16666666666666666,19.220000000000002,-1.6549999999999976,0.0,0.024305555555555556,CLE,-0.24671242128224005,-0.19347229578867695,-0.27547852682335905,64.99454743729552,35.00545256270447,175.13333333333333,96.46666666666667,-20.666666666666668,-0.21323722688204425,-0.26585586909303255,-0.1372662189635856,18.866666666666667
4,ATL,D.Ridder,0.3333333333333333,184.33333333333334,13.666666666666666,-2.0,0.6666666666666666,0.3333333333333333,0.0,12.206666666666669,0,0.0,12.206666666666669,0.3333333333333333,21.380000000000003,0.0,0.011494252873563218,0.06097560975609756,JAX,-0.11170917631681677,-0.04673285213274209,-0.1694659089248831,52.910052910052904,47.08994708994709,257.6666666666667,84.33333333333333,-5.0,-0.011362213833458094,0.05916684420166501,-0.12584416310786076,23.0
5,ATL,D.Ridder,0.25,186.0,11.75,-1.5,0.75,0.25,0.0,10.715,0,0.0,10.715,0.25,21.380000000000003,0.6050000000000022,0.00847457627118644,0.04854368932038835,HOU,-0.15579036775914906,-0.017421964665908497,-0.2693763702983764,54.87804878048781,45.1219512195122,204.0,115.75,-8.75,-0.023730430737283106,-0.0452163869265746,0.0026202702495838055,19.75
6,ATL,D.Ridder,0.2,214.6,11.4,-1.2,0.8,0.4,0.0,13.804000000000002,0,0.4,6.29,0.4,23.77,-0.890666666666668,0.00641025641025641,0.04411764705882353,WAS,-0.11820749595985838,-0.0902741644409185,-0.14173030144949195,54.54545454545454,45.45454545454545,232.0,134.0,-13.2,0.09400224482074829,0.06515469022086647,0.12979848045563813,29.6
7,ATL,D.Ridder,0.16666666666666666,230.0,12.5,-1.0,1.0,0.3333333333333333,0.0,14.183333333333332,0,0.3333333333333333,6.290000000000001,0.3333333333333333,23.77,1.9766666666666683,0.004975124378109453,0.036585365853658534,TB,-0.12211312310846234,-0.10214874969222808,-0.13788406649206292,56.03015075376885,43.969849246231156,265.0,82.8,-18.0,-0.06754688706440067,-0.021678789069743853,-0.15507500066888333,17.2
8,ATL,D.Ridder,0.14285714285714285,232.85714285714286,16.142857142857142,-0.8571428571428571,0.8571428571428571,0.42857142857142855,0.0,14.12857142857143,0,0.2857142857142857,6.290000000000001,0.2857142857142857,23.770000000000003,4.551428571428573,0.004424778761061947,0.05025125628140704,TEN,-0.1098106960493646,-0.12774480955534304,-0.0944385987585259,53.896103896103895,46.103896103896105,254.66666666666666,99.33333333333333,-19.666666666666668,-0.019550453176903775,0.10409324769374395,-0.17677639379019652,19.5
9,ATL,D.Ridder,0.125,212.625,17.375,-0.75,0.75,0.375,0.0,12.792500000000002,0,0.375,5.340000000000001,0.25,23.77,-1.6858333333333348,0.0038461538461538464,0.049773755656108594,MIN,-0.10234996417371063,-0.10439011804078725,-0.10066773203770013,54.83870967741935,45.16129032258064,243.125,101.75,-22.25,-0.048828170311684266,0.0017245598290255115,-0.11740201258588784,19.5
10,ATL,D.Ridder,0.125,212.625,17.375,-0.75,0.75,0.375,0.0,12.792500000000002,0,0.375,5.340000000000001,0.25,23.77,-1.6858333333333348,0.003367003367003367,0.044897959183673466,ARI,-0.10714129220063064,-0.1247428747089172,-0.09286384756542611,55.1433389544688,44.8566610455312,242.22222222222223,126.55555555555556,-19.88888888888889,0.04524694955751199,0.09077855686414915,-0.005362532169939751,26.0
12,ATL,D.Ridder,0.1111111111111111,193.33333333333334,16.666666666666668,-0.6666666666666666,0.6666666666666666,0.4444444444444444,0.0,12.333333333333336,0,0.2222222222222222,4.840000000000001,0.2222222222222222,23.77,-3.700000000000001,0.003134796238244514,0.05,NO,-0.09740974420046218,-0.09328131796859061,-0.10097898878133098,53.49544072948328,46.504559270516715,207.7,110.2,-11.4,-0.1120185184391996,-0.14861745834116885,-0.06028025801553222,19.2
13,ATL,D.Ridder,0.1,190.8,18.0,-0.6,0.7,0.4,0.0,12.072000000000003,0,0.1,3.4399999999999995,0.2,23.77,-4.798666666666669,0.0029411764705882353,0.05362776025236593,NYJ,-0.08656698773150424,-0.06907621084925313,-0.10267941534857794,51.87760778859527,48.12239221140473,194.72727272727272,135.1818181818182,-15.454545454545455,-0.09336630141517539,-0.0859460123486563,-0.10119288873029346,20.363636363636363
14,ATL,D.Ridder,0.09090909090909091,184.45454545454547,16.363636363636363,-0.5454545454545454,0.7272727272727273,0.36363636363636365,0.0,11.77818181818182,0,0.09090909090909091,3.4399999999999995,0.18181818181818182,23.77,-2.704848484848487,0.00273224043715847,0.054441260744985676,TB,-0.09569242026693263,-0.08948788119957557,-0.10149061672534437,51.534526854219955,48.46547314578005,275.5,95.91666666666667,-19.583333333333332,-0.0115459126466794,0.047293531350161726,-0.10642197113293532,20.25
15,ATL,D.Ridder,0.08333333333333333,198.0,16.25,-0.5,0.75,0.4166666666666667,0.0,12.911666666666667,0,0.25,5.340000000000001,0.25,24.30666666666667,1.7349999999999994,0.0024630541871921183,0.05630026809651475,CAR,-0.0904627175358331,-0.08037533859149876,-0.09958501694562975,52.408930669800235,47.591069330199765,181.3846153846154,123.23076923076923,-11.0,0.009133004798085516,-0.049545385616931635,0.07544297778152971,23.923076923076923
16,ATL,D.Ridder,0.07692307692307693,194.46153846153845,14.846153846153847,-0.46153846153846156,0.7692307692307693,0.38461538461538464,0.0,12.524615384615384,0,0.23076923076923078,5.34,0.23076923076923078,24.30666666666667,1.5087179487179494,0.002347417840375587,0.05970149253731343,IND,-0.10244170592051485,-0.11748497896102236,-0.08844720137084881,51.72031076581576,48.27968923418424,237.21428571428572,125.21428571428571,-20.285714285714285,-0.05582479985718619,-0.07456922552549608,-0.03340323805298775,23.785714285714285
