week,off_team_name,player_name,receptions_avg,average_passing_yards,average_rushing_yards,average_recieving_yards,passing_tds_avg,rushing_tds_avg,recieving_tds_avg,average_fantasy_points,week_fantasy_points,bust_percent,bust_points_average,boom_percent,boom_points_average,last_three_weeks_diff,passing_target_percentage,rushing_percentage,def_team_name,epa_per_play,epa_per_rush,epa_per_pass,pass_percent,rush_percent,allowed_passing_yards,allowed_rushing_yards,sack_yards,avg_epa_against,pass_epa_against,rush_epa_against,points_against
12,BUF,J.Allen,0.0,293.0,48.3,0.0,2.1,0.4,0.0,24.75,29.92,0.2,15.100000000000003,0.2,33.32,-5.756666666666668,0.0,0.14563106796116504,DET,0.11590027573820066,0.053782499626842686,0.15410190549143893,61.75548589341693,38.24451410658307,271.2,150.6,-11.4,0.12721125242729434,0.1204545554283713,0.13568739561590742,26.4
13,BUF,J.Allen,0.0,289.3636363636364,51.0,0.0,2.090909090909091,0.45454545454545453,0.0,25.220000000000002,16.92,0.18181818181818182,15.100000000000001,0.18181818181818182,33.32,-4.520000000000003,0.0,0.15217391304347827,NE,0.1142097077239039,0.0784027959981761,0.13634036844327738,61.65730337078652,38.342696629213485,218.0909090909091,106.81818181818181,-22.0,-0.13688394709034993,-0.16683401170973092,-0.09334031070645292,17.818181818181817
14,BUF,J.Allen,0.0,283.8333333333333,48.416666666666664,0.0,2.0833333333333335,0.4166666666666667,0.0,24.528333333333336,20.58,0.25,15.706666666666669,0.16666666666666666,33.32,-4.721666666666668,0.0,0.1423076923076923,NYJ,0.12061053060783752,0.07269910860967323,0.15128615197282927,60.76923076923077,39.23076923076923,205.58333333333334,112.16666666666667,-19.25,-0.07784552456202702,-0.13812492534496063,0.004702699440079557,18.083333333333332
15,BUF,J.Allen,0.0,273.3076923076923,48.30769230769231,0.0,2.0,0.46153846153846156,0.0,24.224615384615387,35.86,0.23076923076923078,15.706666666666667,0.15384615384615385,33.31999999999999,-1.751282051282054,0.0,0.15357142857142858,MIA,0.10606548223191731,0.06521849509322311,0.1325297274203671,60.50420168067227,39.49579831932773,256.0,107.0,-18.076923076923077,0.0007344257105736036,0.0022087862841852542,-0.0016812204409790735,23.23076923076923
16,BUF,J.Allen,0.0,275.5,50.357142857142854,0.0,2.142857142857143,0.42857142857142855,0.0,25.055714285714284,22.98,0.21428571428571427,15.706666666666667,0.21428571428571427,34.166666666666664,-0.6023809523809511,0.0,0.16612377850162866,CHI,0.11098645820726,0.05750959693046782,0.14561247784659295,60.39823008849557,39.60176991150443,219.14285714285714,143.0,-7.714285714285714,0.09006432458520891,0.1472866428080724,0.033401637836407636,24.285714285714285
4,LA,M.Stafford,0.0,253.66666666666666,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0,12.280000000000001,6.76,0.0,12.280000000000001,0.3333333333333333,18.880000000000003,0.0,0.0,0.0,SF,-0.019834049033673785,-0.05168948765882929,-0.0022989452033129977,64.16184971098265,35.83815028901734,167.33333333333334,77.0,-19.0,-0.2431977893181931,-0.2672304624116903,-0.21461839428808843,9.666666666666666
5,LA,M.Stafford,0.0,253.75,2.5,0.0,1.0,0.0,0.0,10.9,10.32,0.0,10.9,0.25,18.880000000000003,1.033333333333335,0.0,0.013333333333333334,DAL,-0.08009914748976357,-0.08074166759888787,-0.07979355865737522,67.47967479674797,32.52032520325203,192.75,134.0,-23.25,-0.08221553586543177,-0.15786800995110542,0.02908089235676122,15.5
6,LA,M.Stafford,0.0,264.6,2.0,0.0,1.0,0.0,0.0,10.784,11.82,0.0,10.784,0.2,18.880000000000003,-1.7040000000000006,0.0,0.011111111111111112,CAR,-0.12800954450305313,-0.12355060313972145,-0.1299655895350807,69.35483870967742,30.64516129032258,222.4,138.6,-8.8,-0.0061203740255581195,0.043580943439934995,-0.06366926793297127,23.2
8,LA,M.Stafford,0.0,262.6666666666667,1.1666666666666667,0.0,1.0,0.0,0.0,10.956666666666669,17.380000000000003,0.0,10.956666666666669,0.16666666666666666,18.880000000000003,-1.323333333333336,0.0,0.008547008547008548,SF,-0.10598676471469913,-0.11706958955845446,-0.10053619511940962,67.11590296495957,32.88409703504043,225.57142857142858,88.0,-22.285714285714285,-0.07189862180892011,-0.06227971239297597,-0.08597931450816362,16.714285714285715
9,LA,M.Stafford,0.0,251.85714285714286,0.8571428571428571,0.0,1.0,0.14285714285714285,0.0,11.874285714285714,10.5,0.0,11.874285714285714,0.14285714285714285,18.880000000000003,1.2990476190476201,0.0,0.007352941176470588,TB,-0.10476409235074989,-0.135888327288,-0.0890900172024944,66.66666666666666,33.33333333333333,209.875,131.25,-19.875,-0.029572287331195334,-0.07739525728527788,0.0357857716060508,18.875
11,LA,M.Stafford,0.0,241.0,0.625,0.0,1.0,0.125,0.0,11.7025,14.760000000000002,0.0,11.7025,0.125,18.880000000000003,1.5308333333333337,0.0,0.011235955056179775,NO,-0.1232581805190595,-0.12748926316580161,-0.12104537292794725,65.86270871985158,34.137291280148425,210.7,126.3,-17.9,-0.029501424324614944,-0.010360368442690478,-0.053250512178113836,22.3
4,CAR,B.Mayfield,0.0,183.33333333333334,13.333333333333334,0.0,1.0,0.3333333333333333,0.0,14.0,5.88,0.0,14.0,0.0,14.0,0.0,0.0,0.06153846153846154,ARI,-0.07384486425141781,0.07509049466562075,-0.1906237252204594,55.55555555555556,44.44444444444444,284.3333333333333,101.66666666666667,-6.0,0.18253428651988282,0.31684634968773595,-0.03236501454868214,29.0
5,CAR,B.Mayfield,0.0,186.75,10.0,0.0,1.0,0.25,0.0,11.969999999999999,6.6,0.25,5.880000000000001,0.25,18.0,-2.01,0.0,0.07692307692307693,SF,-0.16876581085080608,-0.07271260806302014,-0.23127662536349222,60.280373831775705,39.719626168224295,189.0,72.0,-27.75,-0.23587268627820934,-0.25420866632781236,-0.20737219554893518,9.5
9,CAR,B.Mayfield,0.0,192.4,8.0,0.0,0.8,0.2,0.0,10.896,14.2,0.0,10.896,0.2,18.0,-3.1693333333333342,0.0,0.033707865168539325,CIN,-0.1312105578747835,-0.023899885261119757,-0.20767997418609505,58.16554809843401,41.83445190156599,220.25,123.125,-11.0,-0.04543845718217221,-0.07756778524236897,-0.0054978704651386275,19.75
11,CAR,B.Mayfield,0.0,186.16666666666666,6.666666666666667,0.0,1.0,0.16666666666666666,0.0,11.446666666666667,5.039999999999999,0.0,11.446666666666667,0.16666666666666666,18.0,-2.5533333333333346,0.0,0.024896265560165973,BAL,-0.09690952054254232,0.0029614802536189924,-0.1784708378594074,54.91949910554562,45.08050089445438,278.22222222222223,92.55555555555556,-19.88888888888889,0.053364408546632505,0.06824433184586393,0.024633492814605876,21.77777777777778
4,CLE,J.Brissett,0.0,198.66666666666666,21.333333333333332,0.0,1.3333333333333333,0.0,0.0,14.746666666666668,14.959999999999999,0.0,14.746666666666668,0.0,14.746666666666668,-3.552713678800501e-15,0.0,0.04716981132075472,ATL,0.11280460942511301,0.17578774573026146,0.034594780826412236,45.410628019323674,54.589371980676326,288.0,108.66666666666667,-17.333333333333332,0.10300093803594695,0.10075500299782583,0.10695646541651849,27.0
5,CLE,J.Brissett,0.0,207.5,20.0,0.0,1.0,0.25,0.0,14.8,14.400000000000002,0.0,14.8,0.0,14.8,1.3066666666666649,0.0,0.05755395683453238,LAC,0.09720411983997573,0.19948727995957383,-0.02199200376396531,46.76258992805755,53.23741007194245,257.75,97.5,-19.75,0.028318014379761183,0.03537336332948572,0.01392881586387563,25.5
6,CLE,J.Brissett,0.0,212.0,22.4,0.0,1.0,0.2,0.0,14.719999999999999,8.64,0.0,14.719999999999999,0.0,14.719999999999999,1.0333333333333368,0.0,0.05357142857142857,NE,0.1121618138432844,0.18961183017352096,0.02605278947612699,47.8134110787172,52.1865889212828,227.2,124.2,-16.2,-0.0621120508479035,-0.1338379879827768,0.0408493750392534,18.4
7,CLE,J.Brissett,0.0,221.0,18.666666666666668,0.0,1.0,0.16666666666666666,0.0,13.706666666666665,10.120000000000001,0.0,13.706666666666665,0.0,13.706666666666665,-1.0399999999999991,0.0,0.053763440860215055,BAL,0.05530792695814008,0.1337489436183032,-0.018629299271774404,52.06812652068127,47.93187347931874,283.0,104.66666666666667,-16.0,0.07213255704605845,0.09048216887223305,0.037761269222402985,23.5
8,CLE,J.Brissett,0.0,226.28571428571428,18.571428571428573,0.0,0.8571428571428571,0.14285714285714285,0.0,13.194285714285714,20.32,0.0,13.194285714285714,0.0,13.194285714285714,-2.1409523809523794,0.0,0.052884615384615384,CIN,0.05785165121598721,0.1368242763492613,-0.014567229092948787,52.67665952890792,47.32334047109208,212.0,116.0,-11.142857142857142,-0.08334481444479208,-0.12151783203908233,-0.029772454525532465,18.0
10,CLE,J.Brissett,0.0,232.75,17.75,0.0,0.875,0.25,0.0,14.085,16.48,0.0,14.085,0.125,20.32,-1.0583333333333353,0.0,0.056,MIA,0.07530854888229341,0.13034061333946861,0.020691820760644086,50.56179775280899,49.43820224719101,254.22222222222223,115.11111111111111,-12.666666666666666,0.04552000759608504,0.07560064042276557,0.001017153551132926,24.444444444444443
11,CLE,J.Brissett,0.0,230.44444444444446,20.22222222222222,0.0,0.8888888888888888,0.2222222222222222,0.0,14.351111111111114,25.86,0.0,14.351111111111114,0.0,14.351111111111114,1.288888888888886,0.0,0.05970149253731343,BUF,0.06037164122541733,0.12636778870906823,-0.0017039430413830106,51.76470588235295,48.23529411764706,226.33333333333334,107.88888888888889,-20.0,-0.05051819841263046,-0.08390099787244333,0.0014279334570783757,16.11111111111111
12,CLE,J.Brissett,0.0,239.8,21.1,0.0,1.1,0.2,0.0,15.502,13.100000000000001,0.1,8.64,0.1,25.860000000000003,5.384666666666666,0.0,0.06551724137931035,TB,0.06257305200175138,0.07656587060258253,0.04999979470825098,52.87009063444109,47.129909365558916,211.9,115.4,-21.7,-0.03253747088525797,-0.05425330779106927,-0.0012489385270890256,18.0
15,CLE,J.Brissett,0.0,217.33333333333334,19.833333333333332,0.0,1.0,0.16666666666666666,0.0,14.01,0.30000000000000004,0.08333333333333333,0.0,0.16666666666666666,23.09,-1.0233333333333334,0.0,0.050666666666666665,BAL,0.021998245289277674,0.06796197608057535,-0.01858783046462753,53.00925925925925,46.99074074074074,264.53846153846155,80.92307692307692,-19.23076923076923,-0.0053334696456060066,0.03667730259115901,-0.08194134843029514,19.23076923076923
17,CLE,J.Brissett,0.0,200.6153846153846,18.53846153846154,0.0,0.9230769230769231,0.15384615384615385,0.0,12.955384615384617,0.2,0.15384615384615385,0.15000000000000036,0.15384615384615385,23.09,-8.488717948717948,0.0,0.045662100456621,WAS,0.0030299319011370925,0.06533214061636862,-0.05299375965674551,52.62096774193549,47.37903225806452,214.46666666666667,111.6,-17.0,-0.061710040514806094,-0.04979104474199973,-0.07748327676849279,19.933333333333334
4,SEA,G.Smith,0.0,239.0,5.0,0.0,1.3333333333333333,0.0,0.0,14.06,31.700000000000003,0.3333333333333333,6.080000000000001,0.0,14.06,0.0,0.0,0.11764705882352941,DET,-0.028527510659058453,-0.09476259394040641,0.003965171705376395,67.28395061728395,32.71604938271605,280.0,133.33333333333334,-14.333333333333334,0.0979475894351687,0.06065990396079142,0.1550299721366845,29.0
5,SEA,G.Smith,0.0,259.25,16.0,0.0,1.5,0.25,0.0,18.47,24.020000000000003,0.25,6.080000000000002,0.25,31.700000000000003,0.42333333333333556,0.0,0.1125,NO,0.14935146094051097,0.12771903562705966,0.1627506497540666,62.33183856502242,37.66816143497758,209.5,119.5,-11.75,-0.12284742582372644,-0.03992756020727708,-0.2155225697479933,21.0
6,SEA,G.Smith,0.0,261.0,15.4,0.0,1.8,0.2,0.0,19.580000000000002,12.68,0.2,6.08,0.2,31.700000000000006,5.293333333333333,0.0,0.10204081632653061,ARI,0.12297836555894885,0.0753544960895283,0.15325773935740755,61.53846153846154,38.46153846153847,257.8,95.0,-11.2,0.05990917954671135,0.13522441916950795,-0.06446461065607198,23.4
7,SEA,G.Smith,0.0,250.33333333333334,20.833333333333332,0.0,1.5,0.16666666666666666,0.0,18.43,13.1,0.16666666666666666,6.080000000000004,0.16666666666666666,31.700000000000003,4.370000000000001,0.0,0.112,LAC,0.06990147253647695,0.013261710710621728,0.10785298807461342,60.17699115044248,39.823008849557525,241.5,116.83333333333333,-17.833333333333332,0.027121148883038966,0.025537159981565898,0.029813930015543125,24.333333333333332
8,SEA,G.Smith,0.0,244.57142857142858,18.857142857142858,0.0,1.5714285714285714,0.14285714285714285,0.0,17.66857142857143,19.08,0.14285714285714285,6.079999999999998,0.2857142857142857,27.86,-1.0685714285714276,0.0,0.09615384615384616,NYG,0.07899304566290903,0.030450479068094203,0.11421862496180116,58.25,41.75,210.57142857142858,139.85714285714286,-9.285714285714286,0.027321487321365974,-0.002323786465638725,0.06949541848264047,18.285714285714285
9,SEA,G.Smith,0.0,240.5,19.75,0.0,1.625,0.125,0.0,17.845,20.8,0.125,6.08,0.25,27.86,-2.8916666666666657,0.0,0.08522727272727272,ARI,0.05374814688617949,0.004967038239760252,0.08843281349028746,58.56832971800434,41.431670281995665,263.75,104.875,-14.625,0.01599371576016167,0.06180234476359107,-0.05798599525072433,25.5
10,SEA,G.Smith,0.0,244.33333333333334,21.77777777777778,0.0,1.6666666666666667,0.1111111111111111,0.0,18.173333333333332,19.2,0.1111111111111111,6.08,0.1111111111111111,31.700000000000003,-0.5133333333333319,0.0,0.0825242718446602,TB,0.05155928721105302,0.03758253237293117,0.06183079496121635,57.84499054820416,42.15500945179584,204.88888888888889,124.33333333333333,-20.666666666666668,-0.04516062672007323,-0.0845744575359185,0.008631640230307875,18.22222222222222
12,SEA,G.Smith,0.0,247.4,21.8,0.0,1.7,0.1,0.0,18.276,19.32,0.1,6.08,0.1,31.7,1.4173333333333318,0.0,0.07906976744186046,LV,0.05688342060547959,0.02559918821157307,0.0785850953291805,59.13793103448276,40.86206896551724,254.6,121.6,-11.0,0.08435099025742335,0.17901330595053633,-0.038215515509405766,23.6
13,SEA,G.Smith,0.0,254.72727272727272,21.818181818181817,0.0,1.7272727272727273,0.09090909090909091,0.0,18.37090909090909,22.98,0.09090909090909091,6.08,0.09090909090909091,31.7,1.4024242424242424,0.0,0.08085106382978724,LA,0.054593773759985254,-0.0001415447997515957,0.09171987455251455,59.65732087227414,40.34267912772586,237.9090909090909,98.0909090909091,-14.636363636363637,0.01186651128136777,0.07770386751882191,-0.08389691597311102,20.636363636363637
14,SEA,G.Smith,0.0,264.0833333333333,20.25,0.0,1.8333333333333333,0.08333333333333333,0.0,18.755,20.560000000000002,0.16666666666666666,9.38,0.08333333333333333,31.700000000000003,1.745000000000001,0.0,0.07450980392156863,CAR,0.06656187669210557,-0.004641030480495943,0.11357295275305211,60.3399433427762,39.6600566572238,220.58333333333334,133.41666666666666,-12.25,-0.0213159186802598,-0.015358925815448279,-0.028841468837876694,21.166666666666668
15,SEA,G.Smith,0.0,264.0769230769231,20.23076923076923,0.0,1.9230769230769231,0.07692307692307693,0.0,18.893846153846155,15.32,0.15384615384615385,9.38,0.07692307692307693,31.700000000000003,2.059487179487178,0.0,0.07142857142857142,SF,0.056167971707373185,-0.017347639866639373,0.10280342574551328,61.26482213438735,38.73517786561265,226.76923076923077,73.3076923076923,-18.615384615384617,-0.1359991522838423,-0.13101951935158213,-0.14480927208707187,13.923076923076923
16,SEA,G.Smith,0.0,262.2142857142857,20.071428571428573,0.0,1.8571428571428572,0.07142857142857142,0.0,18.638571428571428,12.2,0.07142857142857142,6.080000000000002,0.07142857142857142,31.700000000000003,0.9814285714285731,0.0,0.06810035842293907,KC,0.03872977720645786,-0.015438729280233189,0.07151312181363356,62.4390243902439,37.5609756097561,247.71428571428572,105.35714285714286,-21.571428571428573,0.017249382605966854,0.044163612092511476,-0.02813703544121862,23.0
17,SEA,G.Smith,0.0,259.06666666666666,19.8,0.0,1.8,0.06666666666666667,0.0,18.209333333333333,17.12,0.13333333333333333,9.139999999999999,0.06666666666666667,31.700000000000003,-2.182666666666666,0.0,0.06514657980456026,NYJ,0.01741059829165381,-0.0069711746764863775,0.03237316506692651,62.038073908174695,37.96192609182531,206.33333333333334,113.33333333333333,-17.266666666666666,-0.05839353905593366,-0.0952315231923279,-0.00946087842363051,18.0
4,DEN,R.Wilson,0.0,247.66666666666666,7.333333333333333,0.0,0.6666666666666666,0.0,0.0,12.64,27.48,0.0,12.64,0.0,12.64,0.0,0.0,0.0,LV,-0.0617618578237661,-0.21242248351064988,0.04042534916385941,59.183673469387756,40.816326530612244,273.3333333333333,106.33333333333333,-6.333333333333333,0.08498446019449532,0.18497840956773773,-0.053757144560878455,23.666666666666668
5,DEN,R.Wilson,0.25,245.0,12.75,0.25,1.0,0.25,0.0,16.35,9.16,0.25,9.06,0.25,27.48,-0.4833333333333343,0.007575757575757576,0.011111111111111112,IND,-0.0875304701774552,-0.252223760111957,0.025336259987448186,59.01639344262295,40.98360655737705,213.25,86.25,-11.0,-0.027599740652370735,0.0782095164543747,-0.15282354034750983,21.25
6,DEN,R.Wilson,0.2,250.8,14.6,0.2,0.8,0.2,0.0,14.912,13.82,0.0,14.912,0.2,27.48,0.32133333333333347,0.005847953216374269,0.008771929824561403,LAC,-0.11497486791214215,-0.21177710232791574,-0.05044004496829303,59.7444089456869,40.2555910543131,252.2,120.6,-15.8,0.06062616578529798,0.06598071375529274,0.051168132455120335,26.0
8,DEN,R.Wilson,0.16666666666666666,240.33333333333334,16.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,14.729999999999999,13.780000000000001,0.0,14.729999999999999,0.16666666666666666,27.48,2.0900000000000016,0.004081632653061225,0.018633540372670808,JAX,-0.13068094578957384,-0.1631020826796255,-0.10939310496365315,60.0451467268623,39.954853273137694,248.57142857142858,109.85714285714286,-10.428571428571429,-0.01922130624633079,-0.04700321821900013,0.021597927545915194,19.571428571428573
10,DEN,R.Wilson,0.14285714285714285,242.0,16.142857142857142,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,14.594285714285714,14.24,0.0,14.594285714285714,0.14285714285714285,27.48,-2.3409523809523787,0.0036496350364963502,0.026881720430107527,TEN,-0.11091809850595831,-0.1443486382339655,-0.0882933898011454,59.24453280318092,40.75546719681908,285.625,87.625,-20.375,-0.03533692812949228,-0.022826468197552265,-0.061502097377391256,19.0
11,DEN,R.Wilson,0.125,247.5,15.125,0.125,0.875,0.125,0.0,14.55,10.680000000000001,0.0,14.55,0.125,27.48,-0.6033333333333335,0.0031645569620253164,0.04807692307692308,LV,-0.11385189684412017,-0.14413705058862605,-0.09418849267377433,60.17391304347826,39.82608695652174,256.22222222222223,125.55555555555556,-9.88888888888889,0.0973454868816511,0.1907021771733058,-0.024289371008720608,24.444444444444443
12,DEN,R.Wilson,0.1111111111111111,247.44444444444446,14.333333333333334,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,14.12,8.48,0.0,14.12,0.1111111111111111,27.48,-1.2199999999999989,0.002890173410404624,0.0425531914893617,CAR,-0.10641115344245687,-0.1461144186265789,-0.0800473450794552,59.65463108320252,40.34536891679748,227.72727272727272,134.9090909090909,-11.818181818181818,-0.003702277995220301,0.019622462245928052,-0.0320564153508663,22.181818181818183
13,DEN,R.Wilson,0.1,236.9,13.7,0.1,0.8,0.1,0.0,13.556000000000001,9.66,0.0,13.556000000000001,0.1,27.48,-2.4226666666666663,0.0026246719160104987,0.0398406374501992,BAL,-0.11768522365998968,-0.1344426863576075,-0.10684926821369353,60.23054755043228,39.76945244956772,273.72727272727275,82.45454545454545,-21.181818181818183,0.011004514588410133,0.04201282346904031,-0.04963395611148886,20.636363636363637
14,DEN,R.Wilson,0.09090909090909091,232.54545454545453,14.363636363636363,0.09090909090909091,0.7272727272727273,0.09090909090909091,0.0,13.201818181818181,25.580000000000002,0.0,13.201818181818181,0.09090909090909091,27.48,-3.595151515151514,0.0024813895781637717,0.036101083032490974,KC,-0.11891620776216054,-0.14811314350138327,-0.09920827613818517,59.24932975871313,40.75067024128686,256.3333333333333,106.08333333333333,-20.75,0.03694433641411712,0.06727812423366072,-0.013867495890100338,22.5
