home_team,away_team,week,posteam,defteam,side_of_field,yardline_100,down,play_type,yards_gained,qb_kneel,qb_spike,qb_scramble,field_goal_result,extra_point_result,two_point_conv_result,td_team,epa,third_down_converted,fourth_down_converted,interception,penalty,fumble_lost,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,extra_point_attempt,two_point_attempt,kickoff_attempt,complete_pass,passer_player_name,passing_yards,receiver_player_name,receiving_yards,rusher_player_name,rushing_yards,fumbled_1_player_name,penalty_team,penalty_yards,result
TEN,ARI,1,TEN,ARI,TEN,75.0,1.0,pass,0.0,0,0,0,,,,,-0.569987952709198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R.Tannehill,,A.Brown,,,,,,,-25
TEN,ARI,1,TEN,ARI,TEN,75.0,2.0,pass,12.0,0,0,0,,,,,1.18924859096296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,R.Tannehill,12.0,A.Brown,12.0,,,,,,-25
TEN,ARI,1,TEN,ARI,TEN,63.0,1.0,run,2.0,0,0,0,,,,,-0.524448788259178,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,D.Henry,2.0,,,,-25
TEN,ARI,1,TEN,ARI,TEN,61.0,2.0,pass,11.0,0,0,0,,,,,1.15996890887618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,R.Tannehill,11.0,A.Firkser,11.0,,,,,,-25
TEN,ARI,1,TEN,ARI,50,50.0,1.0,pass,39.0,0,0,0,,,,,2.33853971050121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,R.Tannehill,39.0,C.Rogers,39.0,,,,,,-25
TEN,ARI,1,TEN,ARI,ARI,11.0,1.0,pass,0.0,0,0,0,,,,,-0.435082269599661,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R.Tannehill,,J.Jones,,,,,,,-25
TEN,ARI,1,TEN,ARI,ARI,11.0,2.0,pass,0.0,0,0,0,,,,,-0.717187921167351,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R.Tannehill,,G.Swaim,,,,,,,-25
TEN,ARI,1,TEN,ARI,ARI,11.0,3.0,pass,10.0,0,0,0,,,,,2.62788975203875,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,R.Tannehill,10.0,N.Westbrook-Ikhine,10.0,,,,,,-25
TEN,ARI,1,TEN,ARI,ARI,1.0,1.0,run,0.0,0,0,0,,,,,-0.291238683101255,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,D.Henry,0.0,,,,-25
TEN,ARI,1,TEN,ARI,ARI,1.0,2.0,run,0.0,0,0,0,,,,,-0.462451904430054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,D.Henry,0.0,,,,-25
