home_team,away_team,week,posteam,defteam,side_of_field,yardline_100,down,play_type,yards_gained,qb_kneel,qb_spike,qb_scramble,field_goal_result,extra_point_result,two_point_conv_result,td_team,epa,third_down_converted,fourth_down_converted,interception,penalty,fumble_lost,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,extra_point_attempt,two_point_attempt,kickoff_attempt,complete_pass,passer_player_name,passing_yards,receiver_player_name,receiving_yards,rusher_player_name,rushing_yards,fumbled_1_player_name,penalty_team,penalty_yards
NYJ,BAL,1,,,,,,,,0,0,0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
NYJ,BAL,1,NYJ,BAL,BAL,35.0,,kickoff,0.0,0,0,0,,,,,-0.443521179258823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
NYJ,BAL,1,NYJ,BAL,NYJ,78.0,1.0,run,19.0,0,0,0,,,,,1.46881923265755,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Mi.Carter,19.0,,,
NYJ,BAL,1,NYJ,BAL,NYJ,59.0,1.0,pass,0.0,0,0,0,,,,,-0.492192422039807,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J.Flacco,,Mi.Carter,,,,,,
NYJ,BAL,1,NYJ,BAL,NYJ,59.0,2.0,run,5.0,0,0,0,,,,,-0.325931259430945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Mi.Carter,5.0,,,
NYJ,BAL,1,NYJ,BAL,NYJ,54.0,3.0,pass,0.0,0,0,0,,,,,-2.40220025926828,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J.Flacco,,,,,,,NYJ,10.0
NYJ,BAL,1,NYJ,BAL,NYJ,64.0,4.0,punt,0.0,0,0,0,,,,,-0.231632089708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
NYJ,BAL,1,BAL,NYJ,BAL,72.0,1.0,pass,4.0,0,0,0,,,,,0.0751274824142456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,L.Jackson,4.0,R.Bateman,4.0,,,,,
NYJ,BAL,1,BAL,NYJ,BAL,68.0,2.0,pass,4.0,0,0,0,,,,,-0.105120291467756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,L.Jackson,4.0,D.Duvernay,4.0,,,,,
NYJ,BAL,1,BAL,NYJ,BAL,64.0,3.0,run,4.0,0,0,0,,,,,0.895055219996721,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,L.Jackson,4.0,,,
NYJ,BAL,1,BAL,NYJ,BAL,60.0,1.0,run,0.0,0,0,0,,,,,-0.529274165164679,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,K.Drake,0.0,,,
NYJ,BAL,1,BAL,NYJ,BAL,60.0,2.0,pass,8.0,0,0,0,,,,,0.411131828092039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,L.Jackson,8.0,D.Duvernay,8.0,,,,,
NYJ,BAL,1,BAL,NYJ,BAL,52.0,3.0,run,1.0,0,0,0,,,,,-1.86657185154036,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,K.Drake,1.0,,,
NYJ,BAL,1,,,,,,no_play,0.0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
NYJ,BAL,1,BAL,NYJ,BAL,51.0,4.0,punt,0.0,0,0,0,,,,,-0.542897968553007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
NYJ,BAL,1,NYJ,BAL,NYJ,89.0,1.0,run,-2.0,0,0,0,,,,,-1.05882230238058,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Br.Hall,-2.0,,,
NYJ,BAL,1,NYJ,BAL,NYJ,91.0,2.0,pass,3.0,0,0,0,,,,,-0.179725560126826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,J.Flacco,3.0,Br.Hall,3.0,,,,,
